,ave_household_size,median_income,rental_vacancy_rate,p_units_1_detached,p_units_1,p_units_2,p_units_34,p_units_59,p_units_10,p_units_20,p_built_2014,p_built_2010,p_built_2000,p_built_1990,p_built_1980,p_built_1970,p_built_1960,p_built_1950,p_built_1940,p_built_1930,median_rooms,median_rent,median-value
184,2.63,33977.0,15.0,39.4,2.5,13.9,8.7,0.0,0.0,0.0,0.0,0.0,14.6,28.3,10.5,15.8,13.9,10.3,5.1,1.5,5.8,503.0,58900.0
185,2.65,41320.0,12.6,71.9,0.3,1.6,7.0,5.6,2.4,1.7,0.7,1.3,13.4,15.4,14.2,25.0,12.1,5.5,6.0,6.4,5.7,590.0,126100.0
189,2.7,20163.0,0.0,66.8,0.0,0.0,2.6,6.7,0.6,2.0,0.9,0.0,7.1,20.8,20.5,7.1,22.6,11.0,6.8,3.1,5.6,482.0,66900.0
191,2.74,37292.0,0.0,64.0,0.0,1.6,3.2,0.0,0.0,0.0,0.0,2.4,6.4,22.4,9.6,21.6,5.6,7.2,8.0,16.8,5.2,683.0,72000.0
193,2.33,58053.0,0.0,73.1,4.1,0.0,2.2,6.1,2.6,8.5,1.1,8.5,24.6,9.9,8.5,19.6,13.3,9.7,2.9,2.0,5.6,975.0,133900.0
194,2.76,44938.0,4.1,82.4,0.0,9.4,1.9,1.2,0.0,0.0,0.0,3.6,14.0,17.6,11.8,27.4,5.5,14.2,2.4,3.4,5.8,584.0,113700.0
195,2.48,30925.0,7.5,77.1,0.7,4.7,4.7,4.5,2.6,3.7,0.2,1.0,1.9,4.5,6.5,12.5,16.9,19.3,16.6,20.5,5.6,596.0,68800.0
196,3.12,15000.0,0.0,54.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,25.5,19.4,9.2,7.1,10.2,2.0,19.4,5.7,483.0,73300.0
199,2.66,34375.0,0.0,79.6,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.7,14.9,3.2,22.6,28.1,11.3,3.2,14.0,5.2,825.0,76600.0
200,2.47,63083.0,4.2,85.3,2.4,0.3,1.7,3.0,3.3,1.1,1.0,1.1,25.6,17.5,9.4,15.9,15.8,7.0,4.1,2.7,6.0,858.0,157300.0
201,2.16,28500.0,0.0,90.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,12.8,9.2,20.2,22.0,4.6,0.0,26.6,6.6,713.0,125800.0
202,2.76,37344.0,0.0,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,24.8,14.9,10.7,24.8,12.4,4.1,0.8,1.7,5.7,529.0,81300.0
203,2.38,36890.0,0.0,70.5,0.6,1.8,1.5,6.5,0.6,0.0,0.0,0.5,10.2,19.9,11.4,17.1,13.1,15.1,7.9,4.8,5.7,564.0,98200.0
204,2.93,19467.0,19.5,56.6,0.7,12.2,4.0,0.5,0.0,1.1,0.0,5.3,2.4,13.7,15.3,23.8,13.2,14.3,3.5,8.6,5.1,495.0,62500.0
205,2.54,39091.0,20.1,83.0,0.0,7.8,5.4,0.0,1.5,0.0,0.5,0.0,13.6,9.7,20.7,23.4,12.2,6.1,3.6,10.2,5.9,563.0,121900.0
206,2.28,18958.0,0.0,60.2,0.0,0.0,6.2,8.0,13.3,2.7,0.0,0.0,4.4,42.5,5.3,8.8,11.5,11.5,11.5,4.4,4.9,298.0,99000.0
207,2.28,46250.0,0.0,80.4,0.0,0.0,0.0,0.0,0.0,0.0,3.3,1.9,14.8,15.3,22.0,12.4,15.8,1.4,9.1,3.8,5.4,808.0,67200.0
208,2.59,49957.0,0.0,82.8,0.0,0.0,1.8,0.6,1.3,0.2,0.0,2.5,16.7,9.1,20.3,18.0,9.1,12.1,7.9,4.2,5.7,572.0,133000.0
209,2.2,28333.0,33.3,79.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,9.4,5.8,29.5,8.6,12.9,8.6,18.7,5.2,494.0,38400.0
211,3.01,50962.0,12.7,71.3,0.0,0.5,0.0,0.0,0.4,0.0,0.0,2.6,15.8,21.6,15.2,22.5,10.6,8.1,1.6,2.0,5.3,783.0,92400.0
212,2.56,22284.0,15.5,64.2,0.0,8.1,1.8,7.4,0.0,0.0,0.0,0.0,9.5,7.7,21.0,15.8,22.4,11.1,5.5,7.1,5.4,362.0,74300.0
213,2.42,32031.0,0.8,61.8,0.0,12.6,5.6,4.2,3.2,8.8,0.0,0.0,6.6,6.2,13.2,22.1,24.0,15.7,4.4,7.8,5.4,442.0,105600.0
214,2.35,24097.0,0.0,74.4,0.0,0.0,0.0,1.2,0.0,0.0,3.0,0.0,4.8,10.1,28.0,21.4,10.1,11.9,7.1,3.6,5.3,582.0,54500.0
215,2.28,21875.0,0.0,43.9,0.0,2.8,0.0,0.0,0.0,0.0,0.0,4.7,5.6,17.8,26.2,36.4,5.6,0.0,1.9,1.9,6.5,667.0,50000.0
216,2.85,42083.0,11.1,73.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,6.4,9.2,19.7,17.3,7.5,17.3,0.0,21.4,5.1,773.0,95000.0
218,3.12,61925.0,39.7,74.4,0.0,1.0,2.9,0.0,0.0,0.0,0.0,6.0,17.9,18.6,14.3,24.4,14.3,2.2,0.0,2.2,6.1,1044.0,124100.0
219,2.77,54583.0,0.0,91.0,0.8,1.3,0.5,4.1,0.0,0.0,0.0,8.5,14.2,14.2,19.6,18.3,11.6,7.5,1.5,4.6,6.1,721.0,156800.0
220,2.14,50742.0,11.0,64.8,16.8,1.6,0.3,10.0,3.8,1.1,0.0,2.2,12.8,20.2,28.3,28.6,5.0,1.6,1.2,0.0,5.8,931.0,121400.0
221,2.55,45521.0,31.3,86.4,0.0,1.3,0.0,0.0,0.0,0.0,1.4,0.0,4.2,4.5,12.5,22.5,18.7,18.8,11.7,5.6,5.7,947.0,82400.0
222,2.24,21571.0,2.4,54.3,0.0,4.4,6.4,2.0,1.6,10.7,0.0,0.7,3.6,8.8,18.9,27.4,16.7,7.5,8.0,8.4,5.1,431.0,59900.0
223,2.8,36518.0,18.1,64.9,1.2,5.9,10.4,10.3,2.3,2.0,0.6,0.4,7.9,18.6,15.3,18.8,14.5,8.5,4.8,10.7,5.4,555.0,111900.0
224,2.61,34444.0,28.9,62.7,0.0,0.0,0.0,2.2,0.8,0.0,0.0,6.4,11.9,29.0,8.6,19.6,4.4,6.6,9.9,3.6,5.8,725.0,72400.0
225,2.44,38365.0,0.0,79.3,0.4,0.0,1.9,9.1,0.0,0.0,0.0,3.0,12.1,12.4,14.8,13.5,17.3,12.1,6.3,8.6,6.1,543.0,141700.0
226,2.28,24556.0,13.4,61.2,0.4,13.3,11.9,4.7,3.6,0.4,0.0,0.0,6.3,5.6,18.0,29.8,17.0,3.8,7.3,12.3,5.5,361.0,88000.0
228,2.07,50227.0,64.0,38.6,2.5,3.6,4.3,2.9,9.8,36.4,0.4,0.9,41.7,21.6,23.4,5.2,3.2,2.2,1.3,0.0,4.7,993.0,251100.0
229,2.4,42308.0,5.1,74.1,1.9,6.6,4.4,6.7,3.3,1.5,0.2,1.5,10.0,14.5,11.9,20.8,18.4,12.5,4.4,6.0,5.9,566.0,175500.0
230,2.57,31094.0,21.9,71.6,0.8,15.3,2.7,7.4,0.0,0.0,0.0,2.5,7.9,10.1,19.7,14.5,12.0,12.0,7.1,14.2,5.6,608.0,108900.0
231,2.61,37500.0,0.0,58.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,36.7,13.3,3.3,16.7,3.3,16.7,0.0,5.1,683.0,95000.0
232,2.43,36136.0,8.0,69.0,0.0,0.5,0.6,0.0,1.9,1.7,6.0,12.7,13.3,14.6,10.2,15.2,8.3,9.7,3.0,7.1,5.7,599.0,76300.0
233,2.1,62857.0,0.0,91.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.1,11.8,21.9,0.0,5.9,7.1,0.0,20.1,5.9,683.0,121300.0
234,2.39,61250.0,0.0,82.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,24.6,1.8,19.3,33.3,3.5,7.0,5.3,5.8,775.0,162500.0
235,2.46,28375.0,3.0,65.4,0.4,4.3,9.1,9.5,1.3,0.8,0.0,0.0,5.8,5.6,15.4,25.7,19.1,16.8,8.4,3.3,5.1,511.0,76700.0
236,2.4,39533.0,13.7,67.4,0.0,5.5,7.3,5.3,0.3,0.6,0.5,0.9,8.9,18.6,21.3,22.1,15.8,4.8,4.0,3.2,5.4,561.0,97700.0
237,2.59,41250.0,5.9,73.2,5.1,1.7,0.0,0.0,0.0,0.0,2.1,0.0,16.6,26.0,14.0,8.1,5.5,7.7,8.1,11.9,5.8,755.0,128900.0
238,2.26,31424.0,23.6,62.9,3.0,1.1,6.1,11.9,5.8,6.0,0.0,5.2,9.8,22.8,8.9,15.2,18.1,7.1,6.7,6.2,5.2,638.0,90900.0
239,2.63,37321.0,0.0,59.9,1.1,3.8,0.0,0.0,0.0,0.0,0.9,1.1,13.8,25.3,11.3,21.0,16.9,5.7,0.6,3.3,5.8,483.0,129300.0
240,2.4,27014.0,6.6,75.7,0.4,6.3,2.4,3.8,0.0,0.5,0.0,4.3,7.2,8.3,11.9,22.8,13.8,15.8,5.2,10.8,5.7,610.0,90700.0
241,2.62,57041.0,12.4,81.4,2.7,1.3,1.6,9.0,0.8,1.8,0.2,1.3,19.9,14.9,13.1,18.5,16.8,7.2,4.1,3.9,6.1,651.0,135100.0
242,3.01,86250.0,31.3,82.0,4.3,0.0,0.0,3.8,0.0,0.0,2.9,4.1,50.6,20.6,11.8,3.8,2.0,0.0,0.0,4.2,6.6,1161.0,150400.0
244,2.75,52852.0,11.3,72.6,0.0,0.0,1.6,0.0,0.0,0.0,0.0,2.5,21.6,24.1,11.3,12.6,9.1,8.9,3.1,6.6,6.1,820.0,127300.0
245,2.64,20333.0,0.0,53.9,0.0,5.6,9.4,6.2,1.8,1.8,0.0,0.0,27.5,18.6,21.2,10.6,9.6,8.0,0.0,4.6,5.5,506.0,69800.0
246,2.53,39563.0,14.2,87.0,0.0,1.8,2.3,0.0,2.5,0.8,0.6,3.1,7.0,43.7,24.8,6.1,7.0,4.6,3.1,0.0,5.8,782.0,130200.0
247,2.53,48877.0,19.6,82.3,0.5,7.2,6.4,0.0,0.0,0.0,0.0,3.7,15.9,15.6,11.7,22.2,9.0,10.0,5.3,6.7,6.0,569.0,148900.0
248,2.55,28500.0,0.0,66.9,0.0,0.0,5.9,0.0,0.0,0.0,3.7,0.0,8.1,27.2,8.1,19.9,11.0,12.5,0.7,8.8,5.3,783.0,75000.0
249,2.41,22435.0,4.1,59.6,0.6,4.4,5.0,9.9,0.6,1.5,0.0,1.0,9.3,16.7,12.1,23.4,13.4,9.2,6.4,8.5,5.2,511.0,105400.0
250,2.73,84110.0,3.9,90.2,7.5,0.0,0.6,0.2,0.0,0.0,2.0,3.7,39.5,33.4,11.0,5.5,2.1,2.0,0.1,0.6,6.8,1230.0,186900.0
251,2.61,38558.0,13.5,69.1,0.0,3.3,0.0,0.0,0.0,0.0,1.7,0.0,17.8,20.5,11.7,24.6,13.2,6.2,3.3,1.1,5.4,566.0,82800.0
252,2.15,54327.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,21.1,14.5,15.6,9.4,22.7,12.5,0.4,0.4,6.1,819.0,211500.0
254,2.57,31667.0,0.0,78.8,0.0,0.0,0.0,0.0,0.0,0.0,2.6,3.0,7.8,22.3,14.1,23.4,16.7,0.0,1.5,8.6,6.0,743.0,105100.0
257,2.89,25500.0,7.7,61.4,1.3,16.9,6.7,0.0,0.0,0.0,0.0,1.3,11.7,15.2,12.4,15.0,8.7,17.8,6.5,11.5,5.6,674.0,80000.0
258,2.39,41667.0,0.0,68.9,2.0,4.1,1.4,0.0,0.0,0.0,0.0,1.4,13.5,19.6,8.1,18.2,13.5,4.7,8.8,12.2,6.0,439.0,70600.0
259,2.53,48250.0,10.2,88.7,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,11.2,17.9,10.6,19.7,13.1,11.5,9.1,5.3,6.0,707.0,127500.0
261,2.49,20781.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,11.8,9.2,18.9,16.0,12.6,5.9,0.0,5.8,473.0,104300.0
262,2.55,32212.0,5.6,77.0,0.0,4.9,2.4,7.3,0.0,1.0,0.0,2.9,18.6,17.1,14.9,25.2,13.2,1.0,2.7,4.4,5.3,492.0,130300.0
263,2.76,26932.0,17.4,71.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,13.2,20.1,43.8,8.7,3.2,0.0,4.9,5.2,871.0,76900.0
264,3.19,32339.0,0.0,67.9,0.9,1.8,1.3,0.0,0.0,0.0,0.5,4.0,19.2,6.1,8.9,10.7,11.9,17.3,8.9,12.7,5.2,681.0,66300.0
265,2.6,57423.0,0.0,63.5,0.0,0.0,0.0,0.0,0.0,0.0,7.3,4.4,16.4,25.1,25.1,9.7,5.2,2.8,1.4,2.6,5.8,840.0,166600.0
267,2.54,81038.0,8.6,63.9,5.2,0.5,1.7,7.8,10.1,10.5,0.9,4.4,20.4,28.1,16.6,15.8,9.2,3.6,0.6,0.4,6.5,1048.0,271600.0
269,2.63,44779.0,7.3,85.6,0.7,0.0,1.3,3.4,3.2,2.1,0.0,1.3,10.5,11.7,9.4,15.4,20.5,21.4,6.6,3.1,5.9,808.0,111900.0
270,2.31,43151.0,0.0,76.8,0.4,4.7,0.0,0.0,0.0,0.0,0.0,0.4,11.1,15.1,12.9,27.6,18.2,2.7,10.1,1.8,5.4,676.0,79800.0
271,2.25,51926.0,8.1,64.6,1.8,1.8,5.8,9.2,8.0,7.3,1.8,6.0,14.2,11.3,14.4,15.1,20.8,10.6,2.8,2.9,5.8,773.0,169900.0
272,2.44,29464.0,11.1,60.1,0.0,2.4,9.8,1.7,0.0,2.4,0.0,1.7,11.9,6.6,15.7,8.4,5.2,18.2,19.2,12.9,5.3,458.0,61400.0
273,2.93,41750.0,0.0,70.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,10.1,23.9,21.8,23.9,12.8,1.6,3.2,1.6,6.0,721.0,80600.0
274,2.44,39028.0,8.4,59.0,0.0,0.5,15.2,0.0,0.0,0.8,0.0,0.0,7.4,30.3,16.2,16.8,16.2,7.4,4.3,1.3,5.6,265.0,96900.0
276,2.5,50440.0,5.8,67.8,3.3,1.9,0.8,2.2,7.1,6.2,3.0,3.2,7.8,14.4,15.0,29.9,8.7,10.2,4.2,3.7,5.7,888.0,130200.0
278,2.52,30694.0,6.7,71.5,0.4,1.8,5.7,7.7,2.0,2.1,0.0,0.6,9.5,19.9,15.5,16.3,20.9,7.4,3.8,6.0,5.8,601.0,111800.0
279,2.87,40500.0,5.3,55.7,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,11.4,28.4,10.6,14.8,17.8,5.3,6.7,5.0,5.2,683.0,85400.0
280,2.47,40012.0,2.7,57.4,2.5,7.0,7.5,10.2,8.9,2.5,0.0,4.0,21.7,16.3,13.2,20.3,10.6,5.7,4.5,3.7,5.2,587.0,147200.0
281,2.42,39800.0,3.1,72.4,0.5,2.6,5.5,7.3,1.0,0.5,0.1,1.9,14.0,15.2,14.2,21.4,10.7,11.5,5.8,5.1,5.7,620.0,138200.0
282,3.18,40982.0,0.0,62.5,2.3,0.0,0.0,5.9,1.6,1.9,0.0,1.6,26.4,13.4,11.6,23.4,10.1,4.3,3.3,5.9,5.7,679.0,109400.0
284,2.65,34000.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.5,30.5,12.7,15.3,9.3,11.0,13.6,4.2,4.7,611.0,53100.0
285,2.39,42500.0,14.7,73.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,10.9,5.8,26.9,7.7,12.2,3.2,26.9,5.6,513.0,103800.0
286,2.17,38646.0,0.0,80.6,0.8,4.7,0.0,1.2,0.0,0.0,1.2,0.0,9.5,11.1,5.5,19.8,14.2,11.9,9.5,17.4,6.0,413.0,88800.0
287,2.68,56964.0,0.0,91.8,0.0,2.3,2.1,0.0,1.6,0.0,0.0,1.6,13.1,18.9,4.4,21.7,20.3,11.4,4.0,4.4,6.2,753.0,138400.0
288,3.05,76438.0,3.3,91.5,0.0,0.0,0.7,0.0,0.0,0.0,1.6,6.6,42.5,12.9,13.7,6.2,5.7,4.1,4.6,2.1,6.4,879.0,177300.0
289,2.7,36964.0,14.9,73.9,0.0,0.0,3.6,3.6,0.0,0.4,4.4,3.3,18.0,21.7,11.8,29.1,6.4,2.5,1.7,1.1,5.7,741.0,86700.0
290,2.59,34028.0,0.0,72.6,0.0,12.3,0.0,0.0,0.0,0.0,0.0,10.5,6.7,12.6,15.4,14.0,5.6,9.5,10.9,14.7,5.3,486.0,88300.0
291,2.41,27778.0,20.1,52.9,2.3,2.4,0.0,0.0,0.0,0.0,0.0,1.5,4.4,18.0,17.9,23.9,18.5,11.7,4.1,0.0,5.3,727.0,84300.0
292,2.46,28088.0,3.7,74.8,0.0,8.8,2.8,5.2,0.4,0.3,0.0,1.8,8.7,12.1,16.1,16.0,13.4,15.7,8.0,8.1,5.3,540.0,69000.0
294,3.14,83333.0,0.0,99.3,0.3,0.0,0.0,0.0,0.0,0.0,0.4,18.5,34.9,27.8,8.8,5.1,4.6,0.0,0.0,0.0,6.4,1401.0,196500.0
295,2.39,31925.0,11.5,80.2,0.9,5.8,7.8,0.9,0.3,2.1,0.0,0.2,3.2,8.5,11.5,19.6,18.9,17.6,5.9,14.6,5.7,616.0,97100.0
297,2.63,62773.0,6.3,85.3,0.0,2.0,1.6,2.0,2.8,0.4,0.9,4.2,22.0,16.7,6.6,18.7,10.6,8.5,4.4,7.3,5.8,771.0,153500.0
298,2.6,51154.0,15.6,77.4,0.0,1.1,0.7,0.0,0.0,0.0,0.0,4.2,23.8,23.6,16.8,15.1,5.4,7.3,1.6,2.1,5.9,995.0,151100.0
299,2.39,33137.0,7.5,63.5,0.0,2.9,1.7,14.6,1.9,1.2,0.0,0.0,4.1,12.4,9.6,28.4,19.8,10.3,6.1,9.3,5.5,480.0,65700.0
302,3.04,66875.0,3.1,73.1,0.4,0.9,0.0,0.0,0.0,0.0,0.0,8.6,36.3,17.0,12.8,11.0,6.6,5.0,0.8,1.9,5.9,969.0,166700.0
303,2.53,42829.0,17.5,76.8,0.0,3.2,7.8,6.5,0.5,0.0,1.6,0.0,4.0,9.7,17.3,27.8,18.1,5.9,8.9,6.7,5.7,450.0,107500.0
306,2.65,58182.0,13.5,55.3,2.3,0.0,3.2,0.6,0.0,3.0,2.2,5.6,31.5,21.7,14.3,12.2,4.9,4.6,1.5,1.4,5.8,839.0,120800.0
307,2.08,38657.0,4.9,73.9,0.0,4.4,5.5,2.7,0.8,2.1,0.0,0.0,5.6,11.4,11.6,25.3,24.9,13.8,2.2,5.2,5.5,589.0,89000.0
308,2.66,32317.0,4.3,68.9,0.6,13.6,3.6,5.9,0.0,1.0,0.3,0.5,12.5,16.9,8.2,13.3,11.3,11.9,3.9,21.2,6.1,498.0,95600.0
309,2.64,24181.0,10.6,67.3,0.7,1.3,0.4,4.7,1.7,1.0,0.0,0.0,5.8,9.9,10.0,11.5,22.6,15.0,11.0,14.2,5.3,621.0,52900.0
310,2.78,32083.0,0.0,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,19.9,10.1,22.4,13.6,6.3,14.2,5.0,5.4,717.0,62000.0
311,2.83,44792.0,0.0,78.8,0.0,1.7,5.7,0.0,0.0,0.7,0.0,4.1,9.0,13.3,6.6,34.1,13.1,8.5,7.2,4.1,6.1,629.0,88000.0
312,2.24,13272.0,8.0,36.5,0.0,7.7,16.3,9.9,3.2,26.4,0.0,0.0,8.4,20.9,29.8,26.4,2.9,7.0,1.0,3.5,4.0,377.0,150400.0
313,2.48,40227.0,18.4,61.3,0.0,14.5,0.0,4.0,0.0,4.8,0.0,0.0,14.5,4.8,21.8,28.2,12.1,1.6,0.8,16.1,5.3,725.0,141700.0
314,2.35,30000.0,27.4,71.6,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.9,4.7,16.7,18.6,8.8,3.7,5.1,1.4,40.0,5.1,575.0,49400.0
315,3.07,53417.0,9.9,69.8,0.0,0.0,1.6,0.0,0.0,0.0,0.4,1.6,20.8,38.8,4.7,15.7,8.8,4.1,3.3,1.8,6.0,934.0,111300.0
317,2.79,29130.0,0.0,54.2,2.5,3.8,3.8,0.0,0.0,2.5,0.0,0.0,1.3,22.1,16.7,14.2,19.2,7.9,0.8,17.9,5.4,441.0,46500.0
319,2.96,47043.0,8.4,79.2,0.1,2.5,10.3,1.1,0.5,0.0,1.6,1.5,26.6,22.2,12.3,13.2,7.6,3.3,8.3,3.5,5.7,800.0,149200.0
320,2.32,35217.0,5.3,69.5,0.2,12.9,4.9,7.5,0.0,1.5,0.3,0.3,11.8,6.8,9.5,33.5,13.4,15.6,1.5,7.3,5.4,458.0,92200.0
321,2.19,32885.0,0.0,65.1,1.4,6.8,0.0,0.0,0.0,0.0,1.1,4.3,14.7,12.9,6.8,12.9,14.4,20.9,7.9,4.0,5.6,705.0,69200.0
322,2.82,17315.0,17.0,92.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,6.0,1.2,4.8,31.4,29.0,0.0,19.3,5.1,716.0,54600.0
324,3.34,49148.0,0.0,91.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,17.8,1.6,18.6,31.0,16.3,0.0,0.0,6.7,738.0,126300.0
325,2.47,16597.0,8.5,57.1,0.8,2.9,8.3,10.0,2.9,0.0,0.0,2.1,6.3,28.3,6.3,20.4,7.1,12.1,1.7,15.8,5.1,271.0,60000.0
327,2.67,92197.0,6.2,72.9,2.3,2.6,4.0,7.1,6.7,3.5,1.2,5.6,28.3,31.0,21.3,7.2,3.3,1.2,0.4,0.6,6.8,879.0,239400.0
328,2.76,40250.0,23.1,52.2,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.6,5.7,28.7,28.7,7.6,10.8,3.8,1.3,12.7,5.7,579.0,49400.0
329,2.03,49926.0,38.8,93.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,16.3,13.4,11.6,20.0,14.7,8.8,4.9,7.3,5.8,865.0,261100.0
331,2.63,36795.0,0.0,50.9,0.0,1.1,0.0,0.0,0.0,0.0,0.0,1.5,18.1,32.7,21.7,14.0,4.7,3.3,3.0,1.0,5.4,597.0,72000.0
332,2.82,36250.0,13.8,61.3,0.7,2.4,2.0,3.4,0.0,0.0,0.0,0.7,14.8,24.2,7.7,7.4,10.1,19.9,6.4,8.8,5.9,638.0,97800.0
333,2.98,39272.0,0.0,65.4,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,13.4,38.8,2.6,16.9,6.8,0.0,2.6,13.4,6.2,587.0,111800.0
334,3.69,65360.0,11.4,76.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.9,81.5,8.4,6.4,0.0,0.0,0.0,0.0,2.1,6.0,1052.0,142200.0
336,2.34,48750.0,0.0,81.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,17.5,12.0,14.5,21.1,5.4,13.9,7.2,5.7,850.0,85700.0
337,2.76,102556.0,0.0,84.0,2.4,0.0,0.0,5.1,7.5,0.9,0.4,3.5,5.8,19.1,62.2,5.4,2.0,1.2,0.0,0.4,7.8,1153.0,283400.0
340,2.25,53438.0,13.8,94.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,13.9,12.3,11.7,14.2,7.0,10.3,8.6,20.6,5.8,775.0,192400.0
341,2.49,72403.0,0.0,92.1,0.0,1.6,0.6,0.0,0.0,0.5,1.9,7.1,30.9,24.9,14.0,9.7,4.0,0.4,4.6,2.6,6.7,839.0,170100.0
342,2.87,40019.0,3.2,96.3,0.9,0.0,0.0,0.9,1.1,0.0,0.0,0.0,0.7,3.5,2.0,12.4,17.9,43.8,10.3,9.3,5.5,913.0,78600.0
343,2.34,23977.0,12.2,63.9,1.7,2.0,13.1,12.6,0.9,0.0,0.0,1.1,22.6,4.7,18.2,30.0,14.6,1.1,1.8,6.0,5.0,579.0,93600.0
344,2.5,23250.0,13.7,36.2,0.0,20.5,0.0,0.0,0.0,0.0,2.2,0.0,15.2,11.8,28.4,17.4,6.5,1.4,8.4,8.7,5.0,282.0,63000.0
345,2.36,35208.0,0.0,78.9,0.0,0.5,0.0,0.0,0.0,0.0,0.0,4.7,2.7,2.9,14.2,9.6,12.0,23.6,12.2,18.1,5.4,665.0,38400.0
346,2.61,57980.0,2.0,75.0,5.2,0.9,3.0,4.5,4.7,3.1,1.6,4.1,32.1,25.3,7.1,17.3,7.6,2.9,0.7,1.2,5.7,883.0,145700.0
348,2.16,28750.0,6.0,71.9,0.7,5.4,4.7,5.1,0.0,2.7,0.0,0.0,6.3,14.9,10.9,25.0,20.1,10.5,5.4,6.9,5.9,451.0,68200.0
349,2.86,32857.0,13.0,72.1,0.0,3.1,3.4,0.6,0.0,0.3,0.0,0.0,7.2,14.4,15.7,17.2,12.9,10.3,9.4,12.9,5.8,716.0,75500.0
350,2.6,53650.0,0.0,98.2,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.3,23.5,25.1,27.6,5.8,12.7,5.9,644.0,81300.0
351,2.42,40020.0,11.9,67.9,1.3,3.0,4.5,7.9,6.5,7.4,0.2,2.1,6.6,9.2,13.5,22.8,16.7,16.1,6.5,6.3,5.5,812.0,120800.0
352,2.89,25955.0,12.2,69.6,0.5,6.8,5.2,11.6,1.4,1.7,0.0,3.7,1.8,16.8,28.7,29.8,10.5,2.7,3.1,2.9,5.6,485.0,108400.0
353,2.47,37929.0,8.4,57.0,2.1,4.0,9.5,12.4,4.8,2.3,0.4,1.6,24.9,18.9,16.5,13.6,9.3,4.8,2.4,7.4,5.4,724.0,159400.0
354,2.45,44339.0,8.7,69.3,3.1,1.9,4.9,9.5,3.9,5.0,0.3,1.5,12.0,15.7,14.3,20.4,12.2,12.2,4.6,6.9,5.7,845.0,118000.0
355,2.58,61069.0,0.0,77.8,1.2,0.4,0.8,3.2,2.5,1.2,0.7,8.7,37.3,16.9,13.6,13.0,4.0,3.2,1.1,1.5,5.6,816.0,151800.0
356,2.56,69550.0,0.0,80.8,0.0,2.6,0.5,0.0,0.0,0.0,2.7,4.9,18.9,37.0,15.0,7.1,6.3,4.0,2.3,1.7,6.2,882.0,159000.0
358,2.46,70139.0,8.1,83.7,4.8,0.0,1.0,3.9,0.0,0.0,4.2,2.0,19.9,37.2,10.7,9.0,5.8,4.4,1.3,5.3,6.3,839.0,179000.0
360,2.4,22250.0,0.0,56.6,8.1,11.1,2.3,0.0,0.0,0.0,3.2,4.7,26.8,10.2,21.5,18.5,4.0,8.1,3.0,0.0,5.2,613.0,51700.0
361,2.15,31540.0,1.9,70.3,0.0,4.5,9.8,11.3,2.1,2.1,0.8,3.6,7.7,11.5,15.8,25.2,15.1,10.6,1.4,8.3,5.6,480.0,92600.0
362,2.83,50865.0,3.8,84.4,0.5,0.4,3.3,1.3,0.0,1.0,0.0,4.4,40.5,16.0,7.1,13.9,9.2,5.5,1.0,2.5,5.3,790.0,126500.0
365,2.73,68860.0,0.0,93.5,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,17.0,22.2,14.8,18.4,8.4,7.8,3.5,6.3,6.6,688.0,156400.0
366,2.48,40054.0,14.9,85.0,0.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,13.0,11.5,15.3,22.8,16.2,13.2,1.6,6.4,5.7,722.0,88500.0
