,poverty,ave_household_size,p_highschool_plus,p_bachelors_plus,p_native_born,p_unemployed,p_occ_business_science_art,p_occ_service,p_occ_sales_office,p_occ_resources_construction,p_occ_production_transport,med_household_income,mean_household_income,p_household_owner_occupied,p_household_renter_occupied,p_grapi_15,p_grapi_15-19.9,p_grapi_20-24.9,p_grapi_25-29.9,p_grapi_30-34.9,p_grapi_35,total_pop,p_race_white,p_race_black,p_race_am_indian,p_race_asian,p_race_nat_hawaiian_pac_islander,p_race_other,p_race_hispanic
1,1.0,2.46,79.1,13.4,99.5,6.6,27.7,14.2,24.6,5.1,28.3,40724.0,56368.0,68.6,31.4,21.5,9.4,13.7,16.7,6.0,32.6,2594,57.7,42.5,0.6,0.0,0.0,0.5,4.5
2,1.0,2.73,83.5,14.6,99.8,10.4,28.4,15.6,32.1,6.1,17.8,49077.0,61459.0,77.1,22.9,23.6,12.4,11.5,1.4,7.5,43.5,4404,48.0,52.7,0.0,0.0,0.0,0.2,0.2
3,1.0,2.14,85.1,18.4,100.0,7.7,21.3,18.6,14.8,19.0,26.2,35250.0,47318.0,67.6,32.4,22.6,0.0,21.5,9.7,0.0,46.2,725,99.6,0.0,5.5,0.0,0.0,0.0,0.0
4,1.0,2.85,62.8,3.1,100.0,22.0,5.2,35.4,7.3,10.4,41.7,19821.0,23781.0,66.4,33.6,0.0,100.0,0.0,0.0,0.0,0.0,318,22.0,78.0,0.0,0.0,0.0,0.0,0.0
5,0.0,2.97,88.8,34.8,93.9,4.4,41.2,13.9,25.8,9.5,9.6,74383.0,84011.0,82.7,17.3,12.6,19.6,21.4,13.7,4.8,28.0,32567,76.2,15.4,0.6,1.6,0.2,8.4,10.1
6,1.0,2.94,76.2,12.8,85.3,3.1,23.6,11.4,24.4,13.8,26.8,37619.0,53893.0,60.4,39.6,15.5,17.9,5.9,13.4,10.9,36.4,21342,93.5,3.6,0.3,0.7,0.0,2.9,29.1
7,1.0,2.42,81.0,15.5,97.1,11.6,28.9,19.6,15.3,8.8,27.4,32337.0,47412.0,57.5,42.5,15.3,10.4,13.1,9.4,7.7,44.0,14705,60.1,36.4,0.4,1.2,0.0,2.8,5.1
8,0.0,2.74,87.3,20.9,98.9,8.1,40.0,17.0,19.2,10.0,13.7,70656.0,76176.0,83.4,16.6,14.0,33.5,8.5,0.0,8.5,35.6,4202,91.6,8.0,0.4,0.0,0.0,0.0,1.5
9,1.0,2.54,66.9,13.4,99.8,20.3,18.5,32.7,18.9,10.0,19.9,24097.0,33573.0,48.4,51.6,8.3,7.0,1.8,15.3,15.6,51.9,2466,23.7,77.0,0.8,0.7,0.0,0.0,0.6
10,1.0,2.82,47.9,2.8,78.2,2.4,19.3,9.5,18.5,30.9,21.8,40469.0,44204.0,55.3,44.7,52.9,0.0,13.8,11.5,0.0,21.8,606,93.4,3.3,2.8,0.0,0.0,4.1,52.8
11,0.0,2.4,79.3,7.3,99.7,0.0,23.4,16.0,32.2,4.1,24.2,38438.0,44193.0,53.1,46.9,17.9,16.6,16.6,16.6,2.8,29.7,861,98.3,1.2,2.1,0.9,0.0,0.0,2.7
12,1.0,2.36,84.7,20.9,98.8,11.1,32.8,17.4,22.7,8.3,18.8,36101.0,53340.0,61.3,38.7,19.8,11.0,12.8,12.5,10.8,33.1,8918,72.0,27.0,0.2,1.0,0.0,0.6,2.2
13,1.0,2.42,79.7,11.5,100.0,8.3,25.8,18.2,13.6,21.2,21.2,47000.0,53413.0,71.0,29.0,14.3,0.0,33.3,0.0,4.8,47.6,242,99.2,0.8,0.8,0.0,0.0,0.0,0.0
14,1.0,2.2,81.9,19.9,97.6,13.7,27.9,20.4,23.9,4.7,23.1,32070.0,51038.0,57.1,42.9,16.9,6.7,8.1,12.0,10.4,45.9,22097,48.3,52.2,0.8,2.5,0.1,0.5,2.0
15,1.0,2.62,87.9,24.8,97.6,7.5,38.9,14.1,26.5,7.0,13.5,43884.0,60641.0,67.3,32.7,13.1,14.0,12.8,10.6,12.0,37.4,8200,96.8,1.2,0.8,1.7,0.0,1.0,1.5
16,1.0,2.67,81.0,15.5,99.6,11.9,20.9,24.8,20.7,7.4,26.2,38000.0,45690.0,56.6,43.4,15.2,26.0,12.3,5.4,10.3,30.9,1490,93.0,7.5,2.7,2.2,0.0,0.0,0.6
17,0.0,2.71,90.6,17.2,97.2,2.2,29.5,6.7,28.6,20.1,15.1,61369.0,76067.0,86.9,13.1,32.0,7.3,0.0,0.0,0.0,60.7,4191,97.2,2.5,1.0,0.3,0.0,0.0,1.7
18,1.0,2.97,75.8,13.3,97.9,17.4,23.4,18.2,23.8,12.6,22.0,25909.0,41313.0,66.3,33.8,13.0,5.6,9.3,5.6,16.7,50.0,713,74.2,28.9,0.6,0.7,0.0,2.0,3.2
19,1.0,2.78,77.6,13.9,99.8,14.1,32.3,20.1,22.6,19.5,5.5,31932.0,41934.0,67.4,32.6,14.0,9.3,9.3,9.3,9.3,48.8,519,99.6,0.0,0.2,0.2,0.0,0.0,0.0
20,1.0,2.74,84.7,17.3,99.7,5.3,30.3,17.9,30.3,8.1,13.6,43527.0,62143.0,67.8,32.2,21.1,10.8,15.7,5.9,15.2,31.4,2209,80.2,19.0,1.9,1.4,0.1,0.6,1.7
21,1.0,2.2,74.4,13.5,97.0,10.2,26.8,11.9,17.2,8.4,35.7,27264.0,43417.0,50.8,49.2,11.8,9.3,23.1,19.8,9.5,26.5,2113,78.1,20.0,1.7,0.3,0.0,0.9,3.4
22,1.0,3.12,79.7,10.7,98.1,5.6,27.9,16.3,25.3,12.6,17.8,50776.0,55733.0,86.9,13.1,0.0,22.6,17.0,35.8,0.0,24.5,2424,70.8,30.0,0.2,2.0,0.0,0.3,1.5
23,1.0,2.61,83.7,27.0,95.2,8.8,36.9,19.1,20.7,10.3,13.0,47741.0,71502.0,64.8,35.2,16.2,12.3,11.3,13.5,6.7,40.1,24735,78.8,17.7,2.1,1.7,0.3,1.8,8.0
24,1.0,2.54,75.7,10.3,99.1,19.7,17.4,21.7,30.6,11.7,18.6,28443.0,47237.0,62.6,37.4,10.1,15.1,6.4,11.3,14.6,42.5,9969,43.7,53.8,2.6,0.5,0.5,0.7,0.8
25,0.0,2.58,86.4,12.2,96.1,14.5,26.1,13.2,21.6,8.7,30.4,40375.0,48941.0,60.9,39.1,18.8,23.1,10.5,9.0,5.3,33.3,5884,77.8,23.1,0.3,0.0,1.2,0.6,5.9
26,1.0,2.5,93.6,58.1,90.0,5.3,48.5,19.0,19.9,3.9,8.7,42600.0,70936.0,44.0,56.0,10.8,8.4,10.2,9.0,4.6,57.0,61462,72.9,17.7,0.4,8.2,0.1,1.8,5.0
27,1.0,2.27,62.8,6.0,99.8,10.6,13.4,33.0,11.9,14.0,27.7,25833.0,50644.0,80.7,19.3,30.0,8.3,11.7,13.3,5.0,31.7,903,23.7,74.3,0.0,0.0,0.0,2.0,2.3
28,0.0,2.43,88.1,18.0,99.1,8.6,30.4,20.4,23.0,14.7,11.5,36250.0,61641.0,75.4,24.6,31.8,4.5,6.8,9.1,25.0,22.7,454,94.5,2.2,3.3,0.0,0.0,0.0,2.0
29,0.0,3.18,76.9,27.6,94.0,4.1,27.0,19.9,35.6,7.3,10.2,49915.0,60698.0,80.0,20.0,0.0,29.8,0.0,0.0,70.2,0.0,1336,33.4,60.6,0.0,6.0,0.0,0.0,0.0
30,1.0,2.33,82.5,8.2,100.0,3.2,31.8,5.4,19.7,24.3,18.8,34375.0,48267.0,87.4,12.6,0.0,35.0,10.0,55.0,0.0,0.0,554,100.0,0.0,0.0,0.0,0.0,0.0,1.8
31,1.0,2.82,73.6,10.2,98.6,15.2,19.8,13.2,40.3,13.2,13.6,32989.0,47816.0,71.5,28.5,7.9,50.0,7.9,9.2,7.9,17.1,872,100.0,0.0,0.0,0.0,1.0,0.0,6.3
32,1.0,1.91,70.3,7.7,99.1,10.8,31.9,14.3,16.5,23.1,14.3,30536.0,40190.0,94.3,5.7,80.0,0.0,20.0,0.0,0.0,0.0,235,57.4,42.6,0.0,0.0,0.0,0.0,0.9
33,0.0,3.12,77.6,13.6,100.0,6.3,29.8,16.9,29.0,10.9,13.4,40703.0,56983.0,85.4,14.6,0.0,0.0,0.0,0.0,0.0,100.0,1707,100.0,0.0,3.7,0.0,0.0,0.0,0.0
34,1.0,2.29,85.5,27.6,100.0,0.0,23.6,27.3,16.4,18.2,14.5,38333.0,39988.0,52.1,47.9,0.0,26.3,0.0,26.3,0.0,47.4,110,74.5,25.5,0.0,0.0,0.0,0.0,0.0
35,1.0,2.85,81.6,15.5,97.7,5.0,23.7,23.8,23.0,11.2,18.3,31310.0,47790.0,49.2,50.8,16.1,15.5,10.7,14.3,12.4,31.0,8990,56.2,42.1,0.5,1.0,0.1,1.5,2.5
36,1.0,3.4,60.2,5.6,85.2,1.7,7.6,19.8,14.6,16.6,41.4,40000.0,53936.0,50.8,49.2,18.8,8.3,13.0,0.9,9.6,49.4,2543,57.3,19.7,2.9,26.3,0.0,0.0,8.1
37,1.0,2.54,79.9,6.1,100.0,6.0,18.9,12.8,19.6,18.7,29.9,33029.0,40414.0,79.2,20.8,51.6,6.5,35.5,0.0,6.5,0.0,1185,98.4,1.1,2.0,0.0,0.0,0.0,0.0
38,1.0,2.31,90.2,8.1,100.0,30.3,43.5,14.5,12.9,0.0,29.0,17679.0,30957.0,79.1,20.9,0.0,0.0,83.3,0.0,0.0,16.7,266,21.1,78.9,0.0,0.0,0.0,0.0,0.0
39,0.0,2.1,87.8,11.0,98.8,10.3,35.4,14.6,1.0,8.3,40.6,36250.0,47960.0,85.2,14.8,31.3,0.0,0.0,37.5,0.0,31.3,256,98.4,2.0,0.0,0.0,0.0,0.8,3.1
41,1.0,2.49,59.6,7.2,100.0,7.9,19.0,15.5,13.8,5.2,46.6,24583.0,38566.0,85.9,14.1,0.0,0.0,0.0,0.0,0.0,100.0,247,100.0,0.0,0.0,0.0,0.0,0.0,0.0
42,1.0,1.92,87.1,1.8,100.0,11.1,3.0,34.3,16.0,4.7,42.0,17340.0,23918.0,69.3,30.7,0.0,47.9,0.0,41.7,0.0,10.4,469,19.0,81.0,0.0,0.0,0.0,0.0,0.0
43,1.0,2.83,72.1,12.4,94.5,0.0,44.8,19.9,8.7,14.3,12.2,49886.0,61710.0,86.8,13.2,0.0,0.0,0.0,0.0,0.0,100.0,581,90.9,9.1,0.0,0.0,0.0,0.0,5.5
45,1.0,2.39,70.1,8.4,99.7,13.3,21.0,18.8,16.8,15.1,28.3,25938.0,39073.0,71.9,28.1,10.1,7.0,2.5,29.1,2.5,48.7,1443,95.6,4.3,0.1,0.3,0.0,0.0,0.0
46,1.0,2.47,82.6,13.4,96.4,13.9,21.0,21.5,26.2,12.2,19.2,31308.0,43819.0,55.1,44.9,8.4,9.6,12.8,7.2,9.5,52.6,26697,25.4,71.0,1.0,0.1,0.0,4.2,4.7
48,1.0,2.26,85.9,25.7,96.5,10.7,32.6,22.7,25.2,6.1,13.4,33770.0,48614.0,46.1,53.9,10.4,12.7,10.3,11.6,8.8,46.2,212265,25.6,72.6,0.6,1.0,0.1,1.7,3.5
49,1.0,2.14,86.1,9.8,100.0,2.5,13.9,6.3,16.5,12.7,50.6,30938.0,53810.0,77.9,22.1,18.2,0.0,18.2,0.0,54.5,9.1,165,100.0,0.0,1.8,0.0,0.0,0.0,0.0
50,1.0,2.83,73.6,9.4,92.8,14.1,23.9,11.7,23.3,10.7,30.4,27241.0,43413.0,54.4,45.6,7.6,8.4,16.9,18.6,7.6,40.9,1750,94.9,5.3,0.3,1.5,0.3,1.4,11.0
51,0.0,2.75,96.3,48.6,96.9,1.1,44.0,12.2,28.4,10.2,5.3,97619.0,103182.0,98.1,1.9,0.0,0.0,0.0,0.0,100.0,0.0,1603,95.8,0.9,1.6,1.7,0.0,0.0,1.6
53,0.0,2.68,79.3,18.5,93.1,6.1,32.0,11.4,26.5,15.4,14.8,41488.0,58090.0,64.6,35.4,12.9,13.9,2.9,21.8,7.4,41.1,9580,97.1,3.2,0.1,0.4,0.0,0.5,11.9
54,1.0,2.58,86.3,11.5,100.0,15.1,11.4,39.2,4.4,6.3,38.6,10313.0,17997.0,30.0,70.0,0.0,20.2,15.2,0.0,0.0,64.6,602,5.0,95.0,0.0,0.0,0.0,0.0,0.0
55,0.0,2.86,89.1,7.8,100.0,0.0,16.7,23.3,33.3,6.7,20.0,33125.0,35249.0,74.3,25.7,0.0,0.0,44.4,22.2,0.0,33.3,100,72.0,25.0,3.0,4.0,0.0,0.0,0.0
56,1.0,2.17,77.3,2.5,93.0,14.3,10.4,36.3,34.4,10.7,8.1,18564.0,40617.0,73.6,26.4,0.0,0.0,0.0,0.0,0.0,100.0,1078,93.0,0.0,0.0,7.0,0.0,0.0,0.0
58,1.0,2.51,81.3,28.6,100.0,7.6,48.7,12.9,13.2,4.1,21.1,24519.0,50402.0,53.7,46.3,27.4,19.9,0.0,8.9,12.3,31.5,938,50.4,49.0,0.7,0.0,0.0,0.9,1.4
59,1.0,3.18,82.7,13.0,98.4,4.1,31.9,36.4,3.6,13.1,15.0,44830.0,57367.0,85.3,14.7,38.1,28.6,0.0,0.0,9.5,23.8,1015,84.3,14.8,8.5,0.0,0.0,5.3,9.4
60,1.0,2.9,70.8,6.5,98.6,2.8,25.9,29.9,15.1,10.3,18.8,35284.0,47972.0,56.8,43.2,20.6,14.2,0.0,20.1,17.5,27.6,4874,49.4,50.4,1.1,0.0,0.0,0.2,2.9
61,1.0,2.32,80.5,25.2,97.8,8.7,36.0,22.5,22.2,6.8,12.6,40342.0,56360.0,67.0,33.0,16.2,5.1,7.3,8.3,17.0,46.1,5279,53.8,44.4,0.6,2.2,0.0,0.4,0.0
62,1.0,2.26,81.1,10.9,98.3,8.5,21.7,23.1,18.8,4.7,31.7,30852.0,37573.0,62.8,37.2,22.3,15.1,10.9,18.9,1.5,31.3,2330,88.2,8.8,5.1,0.0,0.0,1.9,1.1
63,1.0,2.58,83.1,8.3,96.4,18.8,7.7,42.3,15.8,13.9,20.3,25510.0,30927.0,63.1,36.9,15.5,12.2,0.0,9.3,19.1,43.9,2848,2.9,91.4,1.0,0.0,0.0,5.7,6.3
64,1.0,2.35,83.5,5.8,100.0,3.1,26.8,23.6,13.2,16.8,19.6,25880.0,35784.0,64.0,36.0,9.6,13.9,7.8,31.3,0.0,37.4,980,100.0,0.0,1.0,0.0,0.0,0.0,0.7
66,0.0,2.06,97.1,58.2,91.1,3.4,50.5,21.4,21.0,3.2,3.8,56094.0,78198.0,42.3,57.7,13.6,14.7,10.5,8.3,13.8,39.1,6748,74.5,16.4,1.4,5.4,0.0,4.5,9.8
67,1.0,2.65,75.8,5.7,99.7,14.8,21.0,16.7,23.3,19.6,19.4,35417.0,40651.0,60.5,39.5,15.6,4.4,36.9,5.0,1.3,36.9,1323,73.5,25.9,0.5,0.3,0.0,0.0,0.4
68,0.0,2.87,90.3,16.7,95.1,5.6,29.3,9.5,22.1,20.9,18.1,57844.0,64829.0,76.3,23.7,14.5,20.3,7.2,18.1,0.0,39.9,2085,92.8,6.5,0.3,0.3,0.0,0.6,3.2
70,1.0,2.56,79.7,14.2,99.4,13.7,17.2,14.6,36.1,4.6,27.6,24408.0,36988.0,58.8,41.2,4.6,14.6,13.3,10.0,1.7,55.8,2205,26.8,73.4,1.6,0.0,0.0,0.0,0.6
72,1.0,2.25,80.2,15.6,98.7,9.1,27.5,15.2,28.8,6.2,22.2,31200.0,46353.0,55.4,44.6,14.1,1.4,12.7,5.8,9.5,56.5,2240,69.7,30.1,0.2,0.0,0.0,0.2,2.8
73,0.0,2.66,92.4,36.6,96.3,2.2,45.0,9.1,29.5,9.1,7.3,64129.0,68695.0,80.1,19.9,28.8,11.9,13.5,3.9,16.9,25.0,13216,68.7,29.0,0.2,2.0,0.1,2.6,3.0
75,1.0,2.88,90.7,18.2,100.0,6.3,31.3,24.0,22.1,10.5,12.1,33295.0,50350.0,52.9,47.1,8.5,18.9,12.0,13.9,18.1,28.6,2401,43.3,56.7,0.0,0.0,0.0,0.0,0.0
76,1.0,2.48,71.5,12.1,100.0,7.8,14.7,10.4,24.6,2.7,47.7,26458.0,30465.0,58.3,41.7,5.5,4.1,25.3,41.8,5.5,17.8,1089,7.9,92.1,0.0,0.0,0.0,0.0,0.4
77,1.0,2.3,74.4,10.4,99.1,7.6,29.7,25.1,23.5,8.6,13.1,30278.0,33552.0,55.9,44.1,12.4,8.0,17.4,15.4,2.5,44.3,1490,89.3,12.8,1.7,2.4,0.0,0.0,0.0
79,1.0,3.14,79.4,5.1,90.4,5.9,9.6,7.3,35.1,14.4,33.5,37206.0,46928.0,74.6,25.4,10.6,0.0,0.0,33.7,11.5,44.2,2425,98.3,1.1,0.6,0.0,0.0,0.0,13.7
81,0.0,2.38,91.8,10.3,100.0,2.5,12.6,17.6,32.1,13.2,24.5,58750.0,74050.0,86.8,13.2,54.5,36.4,0.0,9.1,0.0,0.0,343,100.0,0.0,0.0,0.0,0.0,0.0,0.3
82,1.0,2.81,69.8,13.3,95.6,24.9,23.6,24.9,13.1,22.4,16.0,26176.0,48877.0,54.9,45.1,11.8,22.1,0.0,11.8,8.1,46.3,1039,50.7,52.9,0.0,0.0,0.0,0.4,7.1
83,1.0,2.0,74.6,7.8,98.0,9.1,24.5,37.1,10.1,20.8,7.5,20000.0,28339.0,63.6,36.4,16.2,0.0,2.9,55.9,7.4,17.6,499,67.3,32.7,1.2,0.0,0.0,0.0,0.0
85,1.0,2.27,79.9,14.2,99.4,4.2,33.4,22.3,18.8,5.9,19.6,33264.0,49164.0,66.4,33.6,23.5,6.1,9.3,6.9,4.9,49.4,2003,89.3,9.8,0.6,0.0,0.0,0.3,1.4
86,1.0,2.66,87.3,16.2,97.8,13.4,24.2,20.9,25.7,10.3,19.0,39150.0,63784.0,54.5,45.5,10.2,6.8,5.9,9.1,5.3,62.6,16564,27.4,70.3,0.5,1.4,0.0,3.1,4.3
87,1.0,2.01,74.6,12.9,99.2,6.7,36.0,24.5,11.6,9.5,18.5,29700.0,52200.0,62.5,37.5,19.9,8.2,3.1,4.9,20.4,43.4,3514,83.5,16.4,0.9,0.0,0.0,0.3,0.4
88,0.0,2.96,90.2,14.1,99.3,3.8,20.5,12.0,25.8,21.4,20.2,47750.0,63832.0,67.7,32.3,19.9,17.2,24.3,4.5,6.0,28.1,2686,86.6,13.4,0.4,0.0,0.0,0.0,1.9
89,1.0,2.32,83.0,21.0,94.2,10.9,20.7,38.6,12.3,15.6,12.8,42109.0,60081.0,62.9,37.1,26.2,15.4,15.4,9.2,0.0,33.8,1077,72.7,27.5,0.4,0.0,0.0,0.0,5.8
90,0.0,3.06,94.9,45.1,97.4,3.7,44.1,16.2,26.1,4.5,9.1,96591.0,103095.0,93.2,6.8,7.3,34.6,8.9,12.6,6.5,30.1,12199,92.6,5.6,1.2,1.6,0.0,1.0,2.1
91,1.0,2.21,76.3,11.7,100.0,5.3,17.0,7.0,22.2,13.9,40.0,25703.0,40634.0,71.7,28.3,8.9,12.2,6.7,6.7,6.7,58.9,790,76.7,22.2,1.1,0.0,0.0,0.0,0.4
92,1.0,2.78,81.9,12.8,99.3,10.5,21.1,23.6,24.0,13.4,17.8,30929.0,40625.0,54.5,45.5,6.5,9.2,6.5,10.4,8.6,58.7,5889,53.5,48.1,0.4,0.0,0.0,0.0,3.5
93,1.0,2.25,82.3,10.7,98.0,10.0,27.4,16.6,22.8,9.1,24.0,35100.0,41351.0,56.4,43.6,7.5,8.9,10.0,15.6,5.3,52.8,4991,61.0,37.0,0.3,0.0,0.0,1.6,1.6
94,0.0,2.6,93.3,31.2,97.9,1.7,43.8,13.6,25.6,5.1,12.0,70515.0,97546.0,89.5,10.5,49.0,0.0,0.0,29.8,0.0,21.2,2572,89.0,9.6,1.1,1.4,0.0,0.3,1.1
96,1.0,2.68,82.1,13.0,99.0,2.9,18.5,20.6,15.5,13.1,32.2,41927.0,45985.0,76.2,23.8,0.0,10.8,18.8,12.8,6.9,50.7,3912,76.9,18.9,4.4,0.0,0.0,0.0,0.0
97,1.0,2.46,79.7,17.8,94.4,7.8,31.4,11.7,22.5,12.5,21.8,41935.0,69003.0,61.5,38.5,11.3,4.4,5.8,27.3,15.2,36.0,8701,73.8,21.0,1.1,2.2,0.0,3.5,6.7
98,0.0,2.78,93.7,25.6,98.4,4.4,43.9,13.0,27.4,5.4,10.3,74712.0,87703.0,87.2,12.8,13.2,20.0,18.6,18.6,13.2,16.5,9685,77.4,22.1,0.6,1.6,0.0,0.0,0.4
99,1.0,2.41,85.8,9.9,93.6,3.9,33.8,10.1,25.8,20.7,9.6,34063.0,52293.0,73.5,26.5,2.9,20.6,8.8,0.0,14.7,52.9,472,95.6,1.7,3.4,0.6,1.3,0.0,13.6
100,1.0,2.63,59.3,6.3,99.3,12.5,16.0,30.9,17.6,8.0,27.5,24643.0,35274.0,60.0,40.0,7.0,18.6,16.3,8.1,5.8,44.2,2912,36.5,62.4,0.9,0.4,0.0,0.7,1.7
101,1.0,2.57,70.6,11.1,87.1,4.6,31.4,11.8,9.5,8.5,38.8,35066.0,43562.0,85.8,14.2,11.9,6.8,10.2,25.4,0.0,45.8,1223,99.2,0.3,0.0,0.3,0.0,0.9,25.8
102,1.0,2.69,67.1,4.0,94.8,14.8,24.1,5.0,26.9,18.3,25.7,20610.0,27513.0,61.8,38.2,1.9,9.7,3.9,10.7,37.9,35.9,1029,33.1,51.8,0.0,0.0,0.0,15.1,21.2
103,0.0,3.07,87.0,20.4,95.6,1.5,29.8,17.6,23.0,15.1,14.4,63542.0,68925.0,88.4,11.6,28.3,6.7,8.3,20.0,0.0,36.7,1656,87.9,13.5,1.5,0.0,0.0,0.0,6.7
104,0.0,3.17,87.5,11.1,99.0,1.0,15.0,26.9,22.9,7.4,27.8,44673.0,61635.0,83.2,16.8,0.0,25.0,0.0,18.8,0.0,56.3,1644,89.9,3.8,0.0,0.0,0.0,6.3,7.6
105,1.0,2.17,80.4,7.4,100.0,6.5,22.4,32.8,3.4,22.4,19.0,30000.0,33295.0,87.0,13.0,0.0,20.0,0.0,0.0,0.0,80.0,200,85.5,15.5,0.0,0.0,0.0,0.0,0.0
106,1.0,2.96,86.0,8.3,100.0,22.2,6.6,8.8,29.7,24.2,30.8,25625.0,38075.0,67.2,32.8,5.9,8.8,0.0,8.8,26.5,50.0,405,54.8,51.9,0.0,0.0,0.0,0.0,0.0
107,0.0,2.83,91.5,16.3,99.1,8.4,26.8,13.7,28.8,16.0,14.7,49773.0,67264.0,69.4,30.6,11.4,2.9,47.1,20.0,0.0,18.6,787,96.8,0.8,0.1,0.9,0.0,2.3,2.3
108,1.0,3.02,57.9,6.9,68.0,1.8,16.6,20.7,9.5,20.0,33.3,30139.0,39826.0,55.7,44.3,22.6,5.3,15.2,14.8,14.0,28.0,2126,52.6,8.6,0.2,0.0,2.2,37.2,47.4
109,1.0,2.95,76.8,10.9,100.0,1.3,27.0,15.5,19.6,2.0,35.8,36500.0,49729.0,75.7,24.3,8.0,12.0,32.0,0.0,24.0,24.0,437,11.0,95.0,0.9,0.0,0.0,0.0,0.0
110,1.0,2.11,85.0,17.0,97.2,1.6,42.9,10.9,31.5,8.7,6.0,33295.0,44728.0,68.3,31.7,27.1,15.3,16.9,0.0,15.3,25.4,571,84.8,12.8,2.1,0.0,0.0,2.5,0.0
111,0.0,2.33,78.1,17.5,97.9,3.1,34.1,20.9,23.0,3.2,18.8,40617.0,49755.0,59.7,40.3,2.9,31.1,18.9,20.0,2.9,24.2,4343,70.4,26.1,0.8,0.0,0.0,3.4,1.7
112,0.0,2.48,89.7,14.2,99.5,8.1,23.2,19.2,21.0,26.5,10.2,57464.0,70988.0,85.2,14.8,0.0,47.1,5.8,0.0,15.4,31.7,1750,100.0,1.0,0.0,0.0,1.0,0.0,0.0
113,1.0,2.61,84.1,23.0,99.3,9.6,30.0,16.2,28.4,4.3,21.2,45104.0,59710.0,81.0,19.0,5.4,14.3,3.6,3.6,12.5,60.7,1169,55.3,46.4,2.0,0.0,0.0,0.0,2.0
114,1.0,2.32,78.3,2.6,100.0,22.7,17.4,14.5,29.6,28.3,10.2,22901.0,31261.0,57.0,43.0,7.4,2.7,3.7,26.2,17.4,42.6,2014,87.4,12.8,0.4,0.0,0.0,0.0,0.0
115,1.0,3.18,83.3,12.7,94.4,5.8,23.2,19.6,29.8,10.5,16.9,51875.0,62706.0,70.0,30.0,21.8,28.8,5.0,8.2,5.3,30.9,3746,73.3,23.1,0.0,0.0,0.0,7.9,9.1
116,1.0,2.57,80.0,8.2,98.8,11.7,20.1,24.3,22.2,16.4,16.9,28938.0,46755.0,73.5,26.5,15.5,4.3,31.9,19.8,16.4,12.1,1281,70.6,28.9,2.2,0.0,0.0,0.2,1.1
117,0.0,2.27,46.7,5.2,99.4,2.2,13.1,3.2,19.9,6.3,57.5,51208.0,58367.0,86.7,13.3,20.0,0.0,0.0,5.0,30.0,45.0,341,99.7,0.0,0.0,0.3,0.0,0.0,0.0
118,1.0,2.38,78.4,4.5,100.0,9.2,12.8,24.4,14.0,10.9,38.0,36806.0,40561.0,62.3,37.7,35.6,26.0,4.1,0.0,0.0,34.2,744,44.1,56.5,0.0,1.1,0.0,0.0,0.3
119,1.0,2.67,84.6,18.3,97.0,6.7,27.5,15.5,27.3,8.6,21.2,38661.0,47641.0,67.1,32.9,14.0,22.0,12.5,7.0,3.5,41.0,2152,82.3,9.6,2.6,5.4,0.0,6.5,4.4
120,1.0,2.79,86.8,16.6,98.1,4.9,26.1,11.1,25.4,17.1,20.3,54732.0,64061.0,71.1,28.9,25.6,3.8,10.9,16.0,19.2,24.4,1738,84.3,10.7,1.3,0.6,0.0,3.7,0.9
121,1.0,2.69,75.1,13.5,95.7,5.8,31.5,11.3,23.3,14.0,19.9,30739.0,55839.0,68.1,31.9,9.6,1.6,19.8,4.3,19.8,44.9,2088,90.1,0.3,2.8,0.0,0.0,6.8,9.1
122,1.0,2.16,93.8,41.1,99.1,10.6,40.1,6.2,24.3,20.3,9.0,41406.0,55809.0,67.5,32.5,12.5,18.8,0.0,0.0,18.8,50.0,438,87.7,10.5,1.8,0.0,0.0,0.0,0.0
123,1.0,2.41,86.3,25.3,94.7,5.8,38.1,14.6,27.9,8.3,11.1,42885.0,57085.0,57.5,42.5,10.0,18.2,12.4,16.5,11.9,31.0,15111,96.2,1.1,1.8,1.0,0.0,1.7,6.8
125,0.0,2.43,80.2,18.6,99.1,5.1,35.1,10.8,21.6,24.3,8.1,38125.0,47072.0,89.4,10.6,0.0,0.0,0.0,0.0,100.0,0.0,114,99.1,0.0,0.0,0.9,0.0,0.0,0.0
126,1.0,2.67,74.4,11.1,100.0,10.9,24.9,17.5,27.2,3.0,27.4,30690.0,51300.0,57.6,42.4,16.8,3.3,7.9,2.7,30.1,39.3,3144,46.0,52.6,1.4,0.0,0.0,0.0,2.0
127,1.0,2.49,84.3,16.0,93.6,16.2,29.6,18.8,18.0,15.4,18.2,38657.0,47241.0,44.2,55.8,16.6,11.2,13.5,3.8,12.6,42.3,5138,67.7,26.5,2.8,3.7,0.0,6.0,12.2
128,0.0,2.65,96.1,41.9,95.8,4.8,39.9,14.9,29.3,5.6,10.4,65739.0,80682.0,64.5,35.5,14.8,14.7,8.5,13.5,9.8,38.7,24685,81.5,15.4,0.3,3.3,0.0,0.8,2.4
129,0.0,2.32,95.0,35.4,97.9,4.4,47.4,9.8,23.9,9.6,9.3,79323.0,91572.0,88.5,11.5,36.4,0.0,14.5,18.2,9.1,21.8,1262,99.8,0.7,0.8,0.2,0.0,0.0,3.5
