,poverty,ave_household_size,p_highschool_plus,p_bachelors_plus,p_native_born,p_unemployed,p_occ_business_science_art,p_occ_service,p_occ_sales_office,p_occ_resources_construction,p_occ_production_transport,med_household_income,mean_household_income,p_household_owner_occupied,p_household_renter_occupied,p_grapi_15,p_grapi_15-19.9,p_grapi_20-24.9,p_grapi_25-29.9,p_grapi_30-34.9,p_grapi_35,total_pop,p_race_white,p_race_black,p_race_am_indian,p_race_asian,p_race_nat_hawaiian_pac_islander,p_race_other,p_race_hispanic
11241,0.0,3.06,97.5,60.5,90.5,5.0,61.9,9.9,18.2,5.7,4.2,125227.0,137776.0,83.8,16.2,23.5,6.9,23.5,13.4,0.0,32.7,4521,91.5,3.8,0.6,5.6,0.0,1.7,3.3
11242,1.0,2.31,97.0,12.6,100.0,13.4,18.2,30.2,26.3,11.6,13.7,39837.0,51811.0,63.9,36.1,21.9,9.5,7.6,1.9,2.9,56.2,691,99.6,2.3,0.1,1.2,0.0,0.0,0.0
11244,0.0,2.56,94.3,32.4,84.6,5.7,37.4,20.8,26.7,3.8,11.4,65269.0,78436.0,44.0,56.0,14.6,14.6,16.7,9.2,12.5,32.3,30104,9.9,85.2,0.7,4.3,0.0,1.0,3.8
11245,1.0,2.91,68.0,13.1,73.9,9.5,15.5,29.0,19.9,19.6,15.8,50625.0,67674.0,69.9,30.1,19.1,2.9,42.6,2.9,2.9,29.4,667,82.6,14.5,0.6,3.0,0.0,1.9,30.1
11246,0.0,3.04,95.9,45.1,80.4,7.2,55.5,11.8,20.2,6.1,6.2,120393.0,129600.0,92.0,8.0,1.2,37.9,28.8,6.2,0.0,25.9,10924,11.0,86.3,0.4,3.5,0.1,2.7,5.8
11247,0.0,2.46,100.0,39.6,87.9,5.9,49.8,3.6,22.9,17.0,6.7,113814.0,113759.0,56.7,43.3,56.9,0.0,19.0,0.0,0.0,24.1,330,90.3,0.0,0.0,18.2,0.0,0.0,0.0
11248,0.0,2.84,88.7,43.2,61.4,5.9,43.1,20.1,21.6,6.5,8.7,77034.0,100188.0,68.2,31.8,10.1,8.8,13.2,5.8,9.2,52.8,33565,54.5,25.9,1.2,14.2,0.1,10.4,30.6
11249,0.0,2.76,81.3,17.1,85.3,6.5,29.0,25.1,15.7,6.1,24.1,66397.0,73746.0,60.3,39.7,5.3,7.4,23.7,12.6,0.0,51.1,1352,39.0,54.4,1.4,1.2,0.0,10.3,20.0
11251,0.0,2.83,98.1,30.7,94.2,9.4,44.2,3.1,33.1,4.9,14.7,81927.0,118711.0,82.0,18.0,18.6,25.6,0.0,0.0,37.2,18.6,688,88.7,0.6,0.0,10.8,0.0,0.0,0.0
11252,1.0,2.43,89.1,22.8,99.7,9.5,35.3,21.4,24.7,7.8,10.8,43125.0,53993.0,57.2,42.8,15.8,10.0,19.6,15.4,6.1,33.1,2242,99.4,1.6,0.4,0.0,0.0,0.0,0.1
11253,0.0,2.94,94.6,42.6,96.2,5.1,48.5,14.2,22.9,7.6,6.8,112955.0,122889.0,90.9,9.1,7.5,16.1,17.9,6.8,3.2,48.4,9387,94.5,3.7,1.1,3.0,0.0,0.3,4.0
11254,0.0,1.61,88.6,23.4,100.0,0.0,25.9,25.9,22.4,12.6,13.3,53750.0,54880.0,85.2,14.8,0.0,0.0,0.0,0.0,100.0,0.0,174,100.0,0.0,0.0,0.0,0.0,0.0,0.0
11256,0.0,2.4,76.7,26.1,69.1,9.4,29.9,29.5,20.2,10.9,9.6,50707.0,62432.0,22.4,77.6,8.0,6.7,18.1,12.7,8.8,45.7,8097,26.8,49.0,1.1,3.0,0.2,24.1,33.1
11257,0.0,2.51,93.1,3.5,98.7,19.3,19.8,27.9,25.2,10.9,16.3,51813.0,53613.0,84.5,15.5,0.0,7.5,69.8,13.2,9.4,0.0,857,98.8,0.0,0.0,0.0,0.0,1.2,1.2
11258,0.0,3.06,98.5,12.7,97.7,10.1,36.2,11.8,26.8,23.8,1.5,57891.0,65239.0,87.4,12.6,0.0,18.9,0.0,0.0,81.1,0.0,898,73.9,23.7,0.0,2.3,0.0,0.0,0.0
11259,0.0,3.12,95.5,46.9,93.2,4.1,50.0,15.7,21.6,6.3,6.5,117434.0,128254.0,90.5,9.5,22.2,9.3,14.8,27.8,5.6,20.4,1771,90.9,4.5,0.4,3.9,0.0,1.2,5.3
11260,0.0,2.48,100.0,31.6,100.0,0.0,75.5,11.7,12.8,0.0,0.0,86705.0,97607.0,67.5,32.5,0.0,100.0,0.0,0.0,0.0,0.0,206,49.0,51.0,0.0,0.0,0.0,0.0,0.0
11263,0.0,2.58,91.3,33.4,79.1,8.4,45.9,14.2,23.5,8.9,7.5,77630.0,99047.0,55.4,44.6,8.7,22.4,11.4,11.0,10.5,36.0,3799,17.8,56.9,2.7,14.7,0.0,13.0,13.5
11264,0.0,2.94,98.4,48.0,96.1,1.1,39.4,22.9,37.1,0.0,0.6,96250.0,114035.0,0.0,100.0,4.3,14.1,30.4,8.7,4.3,38.0,5693,81.6,11.6,0.7,11.6,1.2,2.2,8.0
11265,0.0,3.34,97.4,26.7,100.0,15.9,27.1,15.5,38.2,15.0,4.3,78382.0,79004.0,93.6,6.4,0.0,0.0,0.0,0.0,0.0,100.0,467,94.4,5.6,0.0,0.0,0.0,0.0,7.7
11266,0.0,3.01,82.9,24.1,62.8,11.2,27.1,21.7,27.3,9.7,14.2,64659.0,80828.0,58.5,41.5,9.7,17.5,12.5,11.5,11.0,37.8,12932,22.1,67.3,3.4,3.1,0.5,10.5,22.5
11267,0.0,3.23,95.4,52.9,93.1,1.1,55.6,12.4,20.4,5.3,6.3,114583.0,121918.0,88.7,11.3,0.0,23.3,0.0,7.0,20.9,48.8,1226,95.3,4.2,0.2,2.4,0.0,1.4,14.3
11268,0.0,2.88,92.7,21.5,96.0,3.6,39.2,14.1,19.3,15.5,11.9,81900.0,81439.0,64.4,35.6,23.4,16.2,8.4,21.0,0.0,31.1,1380,95.1,2.1,0.0,4.3,0.0,1.7,3.6
11270,0.0,2.37,94.5,28.7,94.1,15.0,35.8,13.1,22.9,13.1,15.1,78145.0,94574.0,51.6,48.4,5.7,7.7,16.8,16.0,10.7,43.1,2596,91.1,12.3,1.6,1.4,0.0,0.0,10.2
11271,0.0,2.3,94.5,70.2,67.1,4.5,66.6,12.3,16.1,2.7,2.3,103194.0,136879.0,52.2,47.8,12.0,12.9,16.4,11.7,10.9,36.0,50056,72.5,9.2,0.8,17.5,0.2,4.3,15.5
11272,0.0,3.12,72.4,23.4,77.6,7.2,28.5,27.6,19.2,14.6,10.2,72143.0,88877.0,86.7,13.3,0.0,8.3,0.0,33.3,0.0,58.3,562,18.0,67.8,0.5,3.0,0.0,11.6,22.4
11273,0.0,2.49,99.1,82.6,81.3,2.0,76.7,3.7,18.0,0.8,0.8,178750.0,227279.0,91.7,8.3,13.3,0.0,46.7,0.0,13.3,26.7,448,85.0,6.3,0.0,8.5,0.0,2.7,10.0
11274,0.0,2.28,79.6,18.4,96.4,7.1,35.3,15.6,26.0,7.6,15.5,51037.0,64325.0,55.9,44.1,2.3,12.9,28.4,15.5,1.9,39.0,3624,86.1,12.8,0.5,1.1,0.0,0.0,4.5
11275,0.0,2.77,91.1,54.5,70.7,4.3,54.1,15.3,21.7,4.7,4.1,98529.0,123106.0,73.8,26.2,8.3,13.7,19.7,19.1,10.8,28.3,9856,67.0,14.2,1.8,14.0,0.8,9.9,24.1
11276,0.0,3.04,95.3,48.4,74.7,5.9,48.9,15.6,22.2,6.0,7.3,94974.0,116751.0,56.8,43.2,8.8,14.0,15.5,15.5,7.9,38.3,24510,43.8,38.2,1.7,19.2,0.1,3.8,11.5
11277,0.0,3.04,98.0,77.5,64.3,3.1,71.7,7.4,16.8,1.2,2.9,161553.0,185905.0,83.8,16.2,10.2,9.9,11.7,9.7,8.5,50.0,24236,57.7,5.9,0.4,37.9,0.0,1.8,5.1
11278,1.0,1.9,84.4,18.9,98.7,3.8,27.6,24.9,26.2,8.8,12.6,32600.0,46921.0,47.6,52.4,8.6,14.0,15.0,20.4,12.8,29.2,1744,95.0,4.1,0.2,0.7,0.0,0.6,0.9
11280,0.0,2.04,89.8,31.7,91.8,8.7,33.0,25.6,30.5,5.7,5.3,54659.0,83436.0,74.8,25.2,12.0,24.5,9.7,12.5,6.5,34.9,7026,96.7,2.9,1.2,0.7,0.0,0.0,4.4
11281,0.0,2.24,93.8,36.2,92.9,5.3,44.1,14.1,25.6,11.0,5.2,69010.0,87071.0,86.5,13.5,5.4,6.6,14.2,21.0,8.7,44.1,12085,91.1,5.3,0.3,3.2,0.8,0.7,4.3
11282,0.0,2.55,94.8,47.9,90.8,4.7,53.6,14.4,22.0,3.9,6.1,97469.0,113223.0,69.0,31.0,12.1,11.9,20.8,11.9,7.8,35.5,40479,68.3,26.1,0.8,8.0,0.4,2.4,7.5
11284,0.0,3.05,95.0,62.2,80.3,2.8,61.9,10.1,20.8,3.6,3.5,136786.0,159716.0,91.4,8.6,10.4,15.8,9.7,18.6,7.8,37.8,35766,73.8,12.6,1.4,13.7,0.2,2.3,9.5
11285,0.0,2.46,93.6,29.6,89.5,3.9,41.2,16.2,26.8,10.4,5.3,64699.0,78441.0,69.4,30.6,14.3,16.5,11.1,11.7,10.6,35.8,12014,70.5,24.0,1.6,6.6,1.3,1.4,4.4
11286,0.0,3.42,96.6,43.0,98.7,6.1,40.6,18.3,23.4,15.4,2.4,158750.0,154313.0,96.4,3.6,21.4,0.0,25.0,53.6,0.0,0.0,2634,98.3,1.7,2.6,0.0,0.0,0.0,1.6
11287,0.0,2.54,91.9,48.5,76.5,5.3,47.4,19.6,21.3,5.8,5.8,72609.0,87992.0,46.4,53.6,10.0,16.7,13.2,11.6,12.4,36.1,34231,35.5,56.6,0.9,11.3,0.2,2.1,9.1
11288,0.0,1.85,99.6,67.2,97.7,8.3,57.8,12.8,20.4,0.0,9.0,94375.0,137585.0,71.3,28.7,9.1,27.3,2.6,11.7,0.0,49.4,605,96.2,3.0,0.0,0.8,0.0,0.0,0.2
11289,0.0,2.57,86.1,25.2,84.8,11.4,37.0,23.2,21.9,11.7,6.2,73722.0,87335.0,56.6,43.4,12.0,18.8,9.8,13.3,12.0,34.1,18077,12.9,77.2,3.3,4.6,0.0,9.2,14.8
11290,0.0,2.49,93.0,40.3,95.8,2.5,48.2,12.2,23.0,8.7,7.8,84000.0,104579.0,75.2,24.8,53.7,7.4,19.4,6.0,6.9,6.5,2623,94.5,3.5,1.9,0.7,0.0,1.4,4.0
11291,0.0,2.52,91.0,27.6,90.4,6.3,36.7,18.4,25.9,8.4,10.6,60004.0,73369.0,61.3,38.7,10.3,13.5,10.1,11.6,11.7,42.8,31762,61.3,35.1,0.8,4.1,0.2,0.8,4.3
11292,0.0,1.9,96.0,58.8,93.3,3.6,67.6,9.3,17.0,2.5,3.7,96612.0,119919.0,67.5,32.5,19.8,17.4,15.3,11.1,7.9,28.4,16084,90.3,6.4,0.6,3.8,0.0,0.5,3.0
11293,0.0,2.57,72.1,15.0,94.9,0.0,0.0,7.5,48.6,37.3,6.6,70462.0,59448.0,82.5,17.5,0.0,0.0,0.0,0.0,0.0,100.0,411,81.8,18.2,0.0,0.0,0.0,0.0,0.0
11294,0.0,2.85,92.3,31.3,94.4,4.1,42.5,15.2,22.3,9.4,10.6,101208.0,109116.0,85.0,15.0,8.8,3.9,13.6,27.3,9.3,37.2,27484,84.7,10.5,0.5,4.6,0.0,3.8,6.1
11295,0.0,4.0,87.5,6.3,100.0,0.0,23.3,15.0,18.9,18.3,24.4,77885.0,80296.0,70.7,29.3,48.1,51.9,0.0,0.0,0.0,0.0,368,100.0,0.0,0.0,0.0,0.0,0.0,3.5
11296,1.0,2.54,90.5,24.4,92.4,9.8,35.1,21.2,26.5,8.4,8.9,67667.0,72191.0,74.3,25.7,0.0,15.1,25.9,7.5,2.2,49.3,4302,5.4,92.3,1.1,0.8,0.0,2.4,6.4
11297,0.0,2.57,93.8,42.1,89.2,4.3,47.0,14.9,25.9,4.9,7.4,83125.0,97528.0,74.8,25.2,19.9,13.8,18.1,8.9,3.8,35.6,28681,75.4,14.3,0.7,10.7,0.0,1.1,2.7
11298,1.0,2.55,76.1,13.7,95.8,12.7,24.6,25.6,20.4,2.7,26.7,50188.0,81672.0,49.7,50.3,39.6,0.0,5.0,15.3,2.9,37.2,2869,69.5,33.4,1.4,1.4,0.6,0.0,3.3
11299,0.0,2.3,95.0,31.3,91.4,5.3,43.9,15.6,13.8,12.8,13.9,62542.0,78561.0,54.9,45.1,12.2,16.7,19.3,4.1,8.6,39.2,4395,80.3,16.1,2.2,6.3,0.0,0.0,7.0
11300,0.0,2.36,96.5,62.3,82.0,4.0,61.0,11.2,20.2,3.4,4.2,81170.0,122199.0,67.8,32.2,18.4,11.7,12.1,15.5,7.9,34.3,33426,76.7,17.8,0.2,6.6,0.1,0.8,4.3
11302,0.0,2.4,92.7,34.3,92.3,11.4,50.6,8.7,13.9,18.4,8.4,74667.0,108164.0,81.7,18.3,0.0,0.0,0.0,28.6,22.4,49.0,917,88.8,3.5,0.0,16.9,0.0,4.5,4.5
11303,1.0,2.52,89.3,12.0,98.3,7.4,26.1,20.5,30.3,13.1,10.0,52083.0,57351.0,70.5,29.5,8.5,20.4,18.3,12.7,6.3,33.8,1381,95.9,5.4,0.8,1.8,0.0,0.0,1.2
11304,0.0,2.22,84.1,15.5,100.0,11.3,5.3,47.4,23.3,12.0,12.0,40147.0,42961.0,50.0,50.0,13.6,0.0,22.7,0.0,0.0,63.6,329,100.0,0.0,0.0,0.0,0.0,0.0,0.0
11305,0.0,3.07,94.7,40.5,97.3,2.7,50.2,16.9,22.6,6.5,3.8,113289.0,127327.0,94.3,5.7,0.0,50.0,0.0,50.0,0.0,0.0,3745,94.7,2.0,2.1,3.2,0.3,0.0,2.2
11306,1.0,2.54,80.7,21.6,97.3,10.4,34.6,27.0,25.5,5.2,7.6,31509.0,44135.0,40.9,59.1,7.8,0.9,16.7,9.6,9.6,55.5,4099,49.7,48.6,0.4,3.5,0.0,0.0,2.4
11307,0.0,2.92,95.4,50.5,89.6,5.2,59.8,14.2,14.9,6.1,4.9,108646.0,124944.0,92.3,7.7,0.0,21.7,0.0,45.7,0.0,32.6,1751,84.1,14.6,0.0,6.1,0.4,0.4,3.2
11308,0.0,2.81,97.9,13.2,96.7,0.0,17.9,38.7,29.8,13.7,0.0,101736.0,107425.0,82.4,17.6,0.0,0.0,0.0,100.0,0.0,0.0,574,60.8,41.1,11.8,3.3,0.0,1.4,0.0
11310,0.0,3.38,95.4,49.0,91.9,4.9,47.7,19.3,22.8,7.0,3.1,154107.0,178751.0,83.1,16.9,30.2,5.0,51.2,0.0,0.0,13.6,5163,89.3,6.7,1.4,2.7,0.0,0.7,11.6
11311,1.0,2.55,80.9,18.9,98.4,2.9,38.2,22.4,22.4,7.2,9.9,54911.0,81639.0,44.2,55.8,19.8,21.4,22.2,3.2,1.6,31.7,614,82.7,19.4,0.0,0.3,0.0,0.0,3.4
11313,0.0,2.82,97.4,80.6,71.7,3.1,74.1,7.6,15.3,1.1,2.0,187568.0,248189.0,88.0,12.0,16.7,12.8,16.5,15.6,7.3,31.1,45780,73.6,6.3,0.2,21.2,0.1,0.8,8.3
11314,1.0,2.06,91.9,6.3,99.4,2.5,31.9,8.8,41.3,9.0,9.0,49345.0,58145.0,82.1,17.9,27.6,0.0,26.7,0.0,7.6,38.1,1212,96.0,4.5,3.1,0.6,0.0,0.6,0.6
11315,0.0,2.29,92.2,17.7,99.5,2.5,33.8,15.7,29.1,9.5,11.9,44635.0,57018.0,85.6,14.4,27.8,0.0,9.3,7.4,0.0,55.6,858,100.0,0.0,0.7,0.0,0.0,0.0,3.5
11317,0.0,3.16,94.0,22.6,94.6,5.8,34.7,28.3,22.0,8.9,6.1,76490.0,84979.0,74.5,25.5,10.8,26.5,26.5,8.4,1.2,26.5,1026,81.7,19.0,0.0,1.3,0.0,3.9,4.7
11318,0.0,2.46,83.8,19.8,91.9,13.0,33.1,16.8,24.2,18.0,7.9,40761.0,59299.0,52.6,47.4,13.7,6.8,11.5,13.0,3.2,51.8,3065,63.3,28.7,2.1,7.4,0.0,3.3,6.0
11319,1.0,2.29,88.1,20.7,83.0,16.4,32.2,37.6,18.0,7.2,5.1,30222.0,39322.0,33.1,66.9,15.1,13.4,5.5,0.0,0.0,66.1,3413,33.0,67.1,0.0,1.2,0.0,0.0,0.1
11322,0.0,2.41,95.5,34.0,89.6,0.0,55.3,16.6,14.1,8.6,5.3,128611.0,136743.0,94.3,5.7,40.0,60.0,0.0,0.0,0.0,0.0,840,41.9,58.1,1.2,0.0,0.0,0.0,8.8
11323,0.0,3.07,94.2,22.3,92.1,3.0,41.2,8.2,18.6,24.7,7.2,60500.0,67962.0,86.5,13.5,50.0,20.0,0.0,20.0,0.0,10.0,227,90.7,0.0,0.0,9.3,0.0,0.0,0.0
11324,0.0,3.26,95.0,58.7,91.8,4.7,54.5,15.8,18.8,5.8,5.1,137854.0,153184.0,85.6,14.4,0.0,94.9,0.0,0.0,0.0,5.1,1772,17.4,83.4,1.6,3.0,0.0,0.0,4.8
11325,0.0,2.35,85.4,33.7,95.2,3.9,34.9,20.4,21.6,12.0,11.1,82083.0,96019.0,74.1,25.9,10.0,20.0,8.3,25.0,1.7,35.0,600,89.0,10.5,0.0,4.5,0.0,0.5,13.3
11326,0.0,2.82,94.7,36.3,90.5,7.2,46.5,18.7,22.3,3.7,8.9,80120.0,95347.0,72.4,27.6,9.3,10.5,13.9,12.0,9.5,44.8,35438,14.4,84.7,1.0,1.7,0.0,0.8,1.2
11327,0.0,2.61,91.9,15.5,100.0,20.4,43.8,18.8,20.0,0.0,17.5,38306.0,50612.0,84.5,15.5,0.0,0.0,0.0,0.0,0.0,100.0,538,100.0,0.0,0.0,0.0,0.0,0.0,0.0
11328,0.0,3.15,89.2,50.9,62.2,4.5,46.8,17.9,23.2,7.8,4.4,105455.0,129816.0,74.8,25.2,12.1,20.3,6.6,11.7,11.8,37.5,17317,58.7,16.0,1.3,20.6,0.3,8.3,25.9
11330,0.0,2.65,89.6,35.1,79.3,7.1,40.1,18.9,25.6,7.9,7.4,67610.0,83925.0,56.9,43.1,10.4,10.0,18.5,12.5,8.9,39.7,26903,55.6,36.9,0.5,7.2,0.2,2.0,10.3
11331,1.0,2.84,84.7,20.1,97.2,7.5,29.9,19.2,23.2,13.3,14.4,52708.0,66957.0,60.8,39.2,16.3,3.9,17.7,10.8,3.9,47.3,1665,84.4,19.2,0.5,0.8,0.0,0.2,7.0
11332,1.0,2.26,79.5,18.9,100.0,34.9,24.4,0.0,26.8,29.3,19.5,76477.0,63717.0,73.8,26.2,0.0,0.0,0.0,100.0,0.0,0.0,147,100.0,0.0,0.0,0.0,0.0,0.0,0.0
11333,0.0,2.81,84.4,16.3,97.6,8.5,27.0,22.6,22.5,14.8,13.1,60240.0,67369.0,55.4,44.6,6.8,1.4,14.2,7.8,11.8,58.0,2809,92.6,3.3,4.1,0.3,0.0,3.4,3.4
11334,0.0,2.75,96.0,53.0,95.6,3.8,48.4,15.2,24.1,7.6,4.8,124306.0,151504.0,92.0,8.0,22.7,10.2,9.1,37.5,0.0,20.5,3802,97.3,1.9,0.0,0.6,0.0,0.4,4.7
11335,0.0,3.57,63.9,28.8,56.1,5.9,30.0,21.2,18.4,21.6,8.9,70036.0,85724.0,53.1,46.9,6.6,13.6,14.6,11.0,15.0,39.2,7248,49.6,25.2,3.9,3.2,0.0,19.6,56.4
11336,0.0,2.55,93.1,39.3,93.1,5.3,40.9,14.5,32.0,4.6,8.0,77794.0,90179.0,68.9,31.1,12.8,19.4,15.6,8.5,13.9,29.8,6264,67.5,30.1,2.3,5.7,0.0,2.2,7.2
11337,0.0,2.9,91.5,18.8,98.0,5.3,34.5,14.5,30.4,9.0,11.6,84284.0,96489.0,85.7,14.3,12.7,8.7,11.1,18.8,12.6,36.2,13977,89.7,9.8,0.2,1.2,0.1,0.9,2.8
11338,0.0,2.61,92.1,38.9,82.9,9.3,38.8,20.0,23.9,5.7,11.6,60541.0,94242.0,43.9,56.1,12.8,21.5,14.3,17.5,9.9,24.0,7976,76.9,19.1,0.4,7.4,2.7,0.1,7.2
11339,1.0,2.15,90.0,30.5,98.5,5.7,38.2,11.4,15.6,23.9,10.8,41875.0,63241.0,69.5,30.5,20.3,2.4,17.1,3.3,17.9,39.0,1236,89.9,9.9,0.2,0.2,0.0,0.0,2.1
11340,0.0,2.69,70.4,0.0,88.6,0.0,25.0,32.3,8.3,26.0,8.3,69844.0,78929.0,65.3,34.7,100.0,0.0,0.0,0.0,0.0,0.0,132,80.3,8.3,0.0,11.4,0.0,0.0,0.0
11341,0.0,2.64,92.1,63.1,64.5,5.3,62.4,13.6,17.1,3.9,2.9,100436.0,127940.0,57.4,42.6,9.5,12.8,15.3,11.7,10.4,40.3,66420,61.3,12.1,0.8,23.3,0.4,6.8,15.4
11343,0.0,3.06,94.4,37.0,94.5,6.9,46.3,16.9,23.5,5.1,8.2,120052.0,129986.0,95.9,4.1,0.0,0.0,40.6,12.3,6.5,40.6,10844,14.1,83.4,1.4,2.6,0.2,1.9,2.6
11344,0.0,2.76,87.2,21.7,89.5,6.9,33.1,17.9,27.4,9.3,12.2,67614.0,80505.0,73.9,26.1,13.2,20.8,12.1,8.3,9.1,36.4,19151,59.6,35.7,1.2,3.9,0.2,2.6,6.6
11345,0.0,2.44,92.6,35.4,97.5,3.6,50.9,12.3,14.7,11.7,10.4,96250.0,100820.0,88.6,11.4,30.0,70.0,0.0,0.0,0.0,0.0,322,99.4,0.6,0.0,0.0,0.0,0.0,0.6
11346,0.0,2.48,87.4,28.5,79.0,4.3,36.5,18.3,24.0,10.0,11.2,62679.0,79544.0,50.0,50.0,7.7,22.7,15.6,10.8,11.1,32.1,15219,52.0,35.3,1.0,9.3,0.1,5.4,14.3
11347,1.0,2.25,80.0,13.8,100.0,8.3,27.3,20.2,45.5,0.0,7.1,51964.0,61493.0,92.7,7.3,100.0,0.0,0.0,0.0,0.0,0.0,263,73.4,17.9,0.0,0.0,0.0,16.7,16.7
11349,0.0,2.84,89.8,25.3,90.7,4.0,34.5,17.0,20.7,11.8,15.9,76020.0,87894.0,81.8,18.2,0.0,0.0,26.8,34.6,26.1,12.4,3379,81.9,14.8,0.0,5.8,0.4,0.4,7.1
11350,0.0,2.83,92.8,37.8,100.0,6.7,39.2,14.3,26.3,7.8,12.3,143214.0,183628.0,87.0,13.0,0.0,0.0,0.0,0.0,0.0,100.0,458,94.8,5.2,0.0,0.0,0.0,0.0,0.0
11351,0.0,1.99,93.2,38.0,92.7,3.8,41.8,20.0,29.9,4.2,4.2,53523.0,88314.0,58.5,41.5,16.4,4.8,29.5,22.2,11.6,15.5,998,70.0,28.0,0.4,1.7,0.0,0.0,4.0
11352,1.0,2.54,86.1,28.1,86.9,7.3,28.3,25.2,25.0,6.0,15.4,37416.0,54624.0,29.0,71.0,10.3,10.8,8.2,10.5,9.8,50.5,32368,55.1,41.0,0.9,3.4,0.7,1.6,6.4
11355,0.0,2.6,90.0,39.9,82.0,8.1,49.2,11.4,17.4,9.1,12.9,88347.0,108127.0,66.9,33.1,23.7,12.0,11.8,5.9,4.4,42.2,6577,62.0,31.2,0.2,8.5,0.0,0.5,8.2
11356,0.0,2.97,94.8,58.7,79.5,4.5,56.5,9.9,24.1,2.6,6.8,145307.0,163179.0,96.2,3.8,23.0,13.3,21.2,12.4,0.0,30.1,9142,67.0,12.1,0.2,24.4,0.2,2.2,3.7
11357,0.0,3.07,88.1,29.7,64.6,8.0,37.6,21.8,21.3,7.9,11.3,69890.0,83555.0,58.2,41.8,9.4,10.9,15.8,8.4,11.9,43.7,17808,13.7,71.7,0.7,5.7,0.0,9.9,13.9
11358,1.0,3.08,84.0,10.4,85.6,7.6,14.7,22.6,25.9,18.9,17.8,52484.0,62959.0,59.0,41.0,4.9,12.5,12.8,9.5,13.0,47.2,4781,16.7,79.0,2.3,0.7,0.0,5.0,19.7
11359,0.0,2.86,85.0,11.9,93.5,3.8,25.7,22.9,19.4,14.6,17.4,37361.0,69381.0,75.6,24.4,6.0,6.0,14.0,4.0,14.0,56.0,620,81.9,0.0,1.8,1.5,0.0,16.6,20.8
11360,0.0,2.78,92.6,41.3,85.3,6.3,48.8,15.7,20.6,6.9,8.1,100345.0,111547.0,73.5,26.5,13.5,16.4,16.2,9.2,11.0,33.7,49076,54.6,36.0,1.2,11.0,0.4,2.3,8.5
11361,0.0,2.94,96.4,60.7,96.0,3.3,57.8,12.0,22.2,4.1,3.9,132310.0,156861.0,92.3,7.7,14.4,10.5,18.3,10.9,5.9,40.1,38725,93.4,3.1,1.1,4.5,0.0,0.7,2.9
11362,0.0,2.7,90.9,25.8,98.4,5.9,40.1,14.4,26.5,12.5,6.5,91976.0,100665.0,86.7,13.3,10.4,27.3,22.1,8.4,6.5,25.3,5865,88.1,11.8,1.4,0.7,0.0,0.0,3.4
11364,0.0,2.57,90.6,15.0,99.7,10.7,29.5,22.3,26.3,14.9,6.9,65417.0,70808.0,71.7,28.3,34.1,11.8,8.2,12.9,0.0,32.9,770,100.0,1.2,0.0,0.0,0.0,0.0,0.0
11365,0.0,2.81,86.4,17.8,95.7,3.3,24.6,17.0,27.9,20.4,10.1,61250.0,84841.0,78.2,21.8,13.4,10.4,20.9,23.9,10.4,20.9,867,94.7,0.9,0.0,5.3,0.0,0.0,1.6
11366,0.0,2.26,89.6,23.6,95.9,6.7,29.5,19.2,33.3,5.7,12.3,56706.0,70740.0,36.6,63.4,17.6,7.7,13.2,8.9,12.6,39.9,5215,3.2,93.6,0.3,1.5,0.0,1.5,1.7
11367,0.0,2.53,85.4,54.1,63.0,7.0,52.4,17.6,15.1,8.8,6.1,76608.0,100424.0,35.9,64.1,7.2,15.0,14.7,12.3,9.4,41.5,79483,44.2,29.9,1.1,8.8,0.1,20.2,28.1
11369,0.0,2.95,95.0,28.4,97.1,4.8,41.9,15.9,30.2,3.9,8.1,79267.0,92155.0,73.8,26.2,22.1,9.1,11.1,22.9,5.1,29.6,2976,96.0,2.8,0.0,2.4,0.0,1.5,2.9
11370,1.0,2.61,82.2,17.4,99.2,13.1,29.6,28.5,24.8,2.7,14.4,37284.0,51947.0,56.3,43.8,12.4,3.1,10.5,9.9,7.7,56.3,2215,60.4,45.9,0.2,0.5,0.0,0.0,0.4
11371,0.0,1.97,94.4,47.1,97.4,6.3,65.4,9.9,9.5,13.8,1.3,86181.0,141692.0,49.0,51.0,2.5,12.2,13.0,5.8,7.6,58.8,2168,95.5,3.9,0.4,2.3,0.0,0.0,0.6
11373,0.0,2.81,96.7,77.9,89.0,1.8,73.2,8.1,15.3,1.7,1.7,160303.0,205800.0,89.4,10.6,20.6,12.5,17.2,9.5,6.1,34.1,8684,91.3,4.1,1.3,6.3,0.0,2.6,8.6
11374,0.0,2.79,88.3,40.2,69.1,7.4,41.6,19.2,21.2,9.1,8.9,72878.0,89629.0,40.6,59.4,8.8,13.6,16.5,9.7,12.2,39.2,27093,22.5,60.5,0.5,10.4,0.0,8.2,15.4
11375,0.0,3.65,97.8,62.9,71.8,11.6,50.2,21.0,17.9,5.0,5.8,111625.0,126448.0,82.8,17.2,0.0,0.0,33.6,0.0,0.0,66.4,2330,38.1,48.9,0.0,16.7,0.0,2.7,2.1
11376,0.0,3.14,88.2,31.3,72.0,7.5,43.1,17.5,20.5,3.4,15.5,88929.0,109906.0,92.9,7.1,0.0,0.0,0.0,47.8,0.0,52.2,3039,1.2,96.3,1.6,3.4,0.0,0.2,0.0
